gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
Hsd17b2,1418352_at,4.25639700480337e-11,5.16042369122679e-09,24,3,9759.20495122425
Ivns1abp,1425718_a_at,4.25639700480337e-11,5.16042369122679e-09,24,15.5,10224.8701219747
Cyp2b10,1451787_at,4.25639700480337e-11,5.16042369122679e-09,24,20,782.395975713385
Rnase4,1422603_at,5.06941021577324e-11,5.98522173145521e-09,24,12,33927.3015593821
Tubb4b,1423642_at,5.06941021577324e-11,5.98522173145521e-09,24,1,3824.74057943804
Parp16,1426950_at,5.06941021577324e-11,5.98522173145521e-09,24,19.5,459.513341754078
Zc3hav1,1436183_at,5.06941021577324e-11,5.98522173145521e-09,24,4.5,1235.28019139384
Tmem50a,1453155_at,5.06941021577324e-11,5.98522173145521e-09,24,14.5,1986.19223767489
Itga8,1454966_at,5.06941021577324e-11,5.98522173145521e-09,24,6,200.570838483564
Limd2,1456377_x_at,5.06941021577324e-11,5.98522173145521e-09,24,9,2152.9987273568
Cd164,1416440_at,5.55051873306784e-11,6.53613434412774e-09,24,2.5,12878.6241940982
Rdh11,1418760_at,6.03162725036243e-11,6.93960256680092e-09,24,23.5,4717.21540331264
St3gal1,1418946_at,6.03162725036243e-11,6.93960256680092e-09,24,22.5,876.77705333226
Memo1,1420339_at,6.03162725036243e-11,6.93960256680092e-09,24,20,378.44354929104
Syde2,1437424_at,6.03162725036243e-11,6.93960256680092e-09,24,13,412.402352457524
Vamp3,1437708_x_at,6.03162725036243e-11,6.93960256680092e-09,24,11.5,744.159176520723
Nhlrc2,1453048_at,6.03162725036243e-11,6.93960256680092e-09,24,12.5,283.408397899568
Neu2,1431936_a_at,6.60046526763777e-11,7.53639453255015e-09,24,19.5,26.1275955648429
Uox,1422604_at,7.16930328491311e-11,8.00353335279371e-09,24,13.5,23205.8833779887
Nelfa,1427248_at,7.16930328491311e-11,8.00353335279371e-09,24,23.5,489.706801310743
Enpp3,1439260_a_at,7.16930328491311e-11,8.00353335279371e-09,24,4,6857.06194453937
Chic1,1439300_at,7.16930328491311e-11,8.00353335279371e-09,24,0.5,521.96854820238
AU022252,1442124_at,7.16930328491311e-11,8.00353335279371e-09,24,2,826.360339833659
Gm2788,1448080_at,7.16930328491311e-11,8.00353335279371e-09,24,22.5,1638.63157705218
Appl1,1455159_at,7.16930328491311e-11,8.00353335279371e-09,24,1,386.964186004338
Nptn,1415821_at,8.51311316375416e-11,9.29660815492679e-09,24,14,1450.24065287455
Ccng2,1416488_at,8.51311316375416e-11,9.29660815492679e-09,24,23,2722.67930561974
Pnkd,1418746_at,8.51311316375416e-11,9.29660815492679e-09,24,23.5,5422.20086415563
Ube2f,1429568_x_at,8.51311316375416e-11,9.29660815492679e-09,24,18.5,2024.58813589332
Rnf19b,1435226_at,8.51311316375416e-11,9.29660815492679e-09,24,9,420.00375035528
Stx4a,1451573_a_at,8.51311316375416e-11,9.29660815492679e-09,24,3,516.364726961476
Cct7,1415817_s_at,1.00988611640312e-10,1.06667151606316e-08,24,19.5,2104.95082157517
Dnaja2,1417183_at,1.00988611640312e-10,1.06667151606316e-08,24,14,2389.77343303712
Gck,1419146_a_at,1.00988611640312e-10,1.06667151606316e-08,24,17,1555.74098462758
Bbox1,1419618_at,1.00988611640312e-10,1.06667151606316e-08,24,13.5,6450.58161137428
Pde4b,1422474_at,1.00988611640312e-10,1.06667151606316e-08,24,4.5,661.356972443778
Nedd4l,1423269_a_at,1.00988611640312e-10,1.06667151606316e-08,24,22.5,2107.67318268274
Chn2,1428574_a_at,1.00988611640312e-10,1.06667151606316e-08,24,11.5,496.954645817906
Rbms1,1434005_at,1.00988611640312e-10,1.06667151606316e-08,24,6.5,2428.61127299379
Pde9a,1449403_at,1.00988611640312e-10,1.06667151606316e-08,24,0,756.533545191487
Tmx2,1452130_at,1.00988611640312e-10,1.06667151606316e-08,24,21,2142.03857224841
Saa4,1419318_at,1.19682991456317e-10,1.24949597168318e-08,24,15.5,13306.4237967161
Nat8,1419520_at,1.19682991456317e-10,1.24949597168318e-08,24,20,2386.27325447024
Bdh1,1452257_at,1.19682991456317e-10,1.24949597168318e-08,24,9.5,8737.77152813076
Rnaseh2b,1453001_at,1.19682991456317e-10,1.24949597168318e-08,24,15.5,486.73695282976
Tnnc1,1418370_at,1.30691839537638e-10,1.35814116474355e-08,24,17.5,114.551298552221
Rnf14,1437035_x_at,1.30691839537638e-10,1.35814116474355e-08,24,10,90.1914699403441
Cdkn1a,1421679_a_at,1.41700687618959e-10,1.43292437495576e-08,24,22,17.925156903079
Mcfd2,1424024_at,1.41700687618959e-10,1.43292437495576e-08,24,22,6969.13836935744
Ahsa1,1424147_at,1.41700687618959e-10,1.43292437495576e-08,24,19,2716.59818730154
Fgb,1428079_at,1.41700687618959e-10,1.43292437495576e-08,24,3,44267.9427391066
Tigd2,1429194_at,1.41700687618959e-10,1.43292437495576e-08,24,5,554.407071789312
Stbd1,1434442_at,1.41700687618959e-10,1.43292437495576e-08,24,10.5,3472.35391503372
Lpgat1,1435327_at,1.41700687618959e-10,1.43292437495576e-08,24,16,3848.46401194684
Cyp2g1,1449565_at,1.41700687618959e-10,1.43292437495576e-08,24,9.5,68.0236723501459
Sdr9c7,1456074_at,1.41700687618959e-10,1.43292437495576e-08,24,23.5,888.532703569486
Xrcc6bp1,1453380_a_at,1.54654271526675e-10,1.56041662195181e-08,24,14.5,223.233610820593
Hist1h4m///Hist1h4b///Hist1h4a///Hist4h4///Hist1h4n///Hist1h4k///Hist1h4j///Hist1h4i///Hist1h4f///Hist1h4d///Hist1h4c///Hist2h4///Hist1h4h,1422948_s_at,1.67607855434391e-10,1.65410982230776e-08,24,21,571.112469494845
Syt1,1433884_at,1.67607855434391e-10,1.65410982230776e-08,24,8,693.406587301058
Pgap1,1436317_at,1.67607855434391e-10,1.65410982230776e-08,24,9.5,772.867711836897
Zfp101,1450090_at,1.67607855434391e-10,1.65410982230776e-08,24,23,368.650120371607
Pter,1417667_a_at,1.98062850767655e-10,1.90872492146838e-08,24,0.5,3132.48304065641
Gpcpd1,1429639_at,1.98062850767655e-10,1.90872492146838e-08,24,10,2806.27700482552
Cdh1,1448261_at,1.98062850767655e-10,1.90872492146838e-08,24,2,3199.79960622537
Car14,1450725_s_at,1.98062850767655e-10,1.90872492146838e-08,24,0.5,2283.12405276465
Prkar1a,1452032_at,1.98062850767655e-10,1.90872492146838e-08,24,3.5,1878.32309820489
Morc3,1452224_at,1.98062850767655e-10,1.90872492146838e-08,24,13.5,568.938116142696
Hist1h2br///Hist1h2bq///Hist1h2bp///Hist1h2bn///Hist1h2bm///Hist1h2bl///Hist1h2bj///Hist1h2bg///Hist1h2bf///Hist1h2be///Hist1h2bc,1452540_a_at,1.98062850767655e-10,1.90872492146838e-08,24,21.5,25979.1561738023
Lrfn3,1456767_at,1.98062850767655e-10,1.90872492146838e-08,24,23.5,221.536554545745
Hspe1,1422579_at,2.15946696452544e-10,2.07663367946827e-08,24,18.5,2040.21519575755
Tnfaip2,1416273_at,2.33830542137432e-10,2.21554438675217e-08,24,0.5,225.920616589102
S100a10,1416762_at,2.33830542137432e-10,2.21554438675217e-08,24,1,8828.49332815699
Spon2,1417860_a_at,2.33830542137432e-10,2.21554438675217e-08,24,1,62.8971481865434
Psmd4,1418874_a_at,2.33830542137432e-10,2.21554438675217e-08,24,3,3712.9823526715
Col27a1,1429549_at,2.33830542137432e-10,2.21554438675217e-08,24,18,158.462629663905
Zcchc6,1433910_at,2.33830542137432e-10,2.21554438675217e-08,24,5.5,3184.80894246421
Wash1,1424597_at,2.54814637585036e-10,2.40426673006751e-08,24,5,180.983980644697
6430573F11Rik,1456096_at,2.54814637585036e-10,2.40426673006751e-08,24,2,46.4215601848968
Gch1,1420499_at,2.75798733032639e-10,2.55942359228499e-08,24,8.5,8078.44748768289
Cebpd,1423233_at,2.75798733032639e-10,2.55942359228499e-08,24,14,212.89217414574
Gstm4,1424835_at,2.75798733032639e-10,2.55942359228499e-08,24,5,1482.69685413101
St5,1428372_at,2.75798733032639e-10,2.55942359228499e-08,24,0,1033.6486927385
Asap2,1436181_at,2.75798733032639e-10,2.55942359228499e-08,24,1,237.693944495858
Pdhb,1448214_at,2.75798733032639e-10,2.55942359228499e-08,24,13.5,509.063849445725
Polr3g,1449155_at,2.75798733032639e-10,2.55942359228499e-08,24,18.5,132.98910787166
Pdlim1,1416554_at,3.24996988722325e-10,2.96114933098295e-08,24,20,1175.63573440075
Nanp,1417941_at,3.24996988722325e-10,2.96114933098295e-08,24,11,1025.87051814544
Aqp9,1424011_at,3.24996988722325e-10,2.96114933098295e-08,24,7,13228.8718604895
Sc5d,1424709_at,3.24996988722325e-10,2.96114933098295e-08,24,20.5,1964.802257544
Calm3///Calm2///Calm1,1433592_at,3.24996988722325e-10,2.96114933098295e-08,24,22,342.946788875476
Pank1,1441765_at,3.24996988722325e-10,2.96114933098295e-08,24,9,984.575482124149
Rbpms,1455936_a_at,3.24996988722325e-10,2.96114933098295e-08,24,2,507.631958213823
Rtn3,1418101_a_at,3.82618200433265e-10,3.41036827228077e-08,24,4,941.159125759295
Mpdz,1418664_at,3.82618200433265e-10,3.41036827228077e-08,24,6,1370.86791668636
Aox3,1418858_at,3.82618200433265e-10,3.41036827228077e-08,24,5.5,17882.571397182
Ccdc12,1419803_s_at,3.82618200433265e-10,3.41036827228077e-08,24,3.5,675.322331372212
Acot3,1422925_s_at,3.82618200433265e-10,3.41036827228077e-08,24,14,2730.95245495962
Ap3m1,1448308_at,3.82618200433265e-10,3.41036827228077e-08,24,12,2247.36212730614
Hfe,1450702_at,3.82618200433265e-10,3.41036827228077e-08,24,21.5,236.385796950663
Sin3b,1455039_a_at,3.82618200433265e-10,3.41036827228077e-08,24,12.5,687.060303939909
Gnat1,1460212_at,3.82618200433265e-10,3.41036827228077e-08,24,9.5,104.368960903134
Gm12538///Ormdl3,1419450_at,4.50043263103056e-10,3.93360488550599e-08,24,22,1760.16555506861
P2rx4,1425525_a_at,4.50043263103056e-10,3.93360488550599e-08,24,8.5,1845.58405423595
Ppp2r1b,1428265_at,4.50043263103056e-10,3.93360488550599e-08,24,3,773.751595313379
BC023829,1435228_at,4.50043263103056e-10,3.93360488550599e-08,24,15.5,883.759732796477
Gfod2,1451429_at,4.50043263103056e-10,3.93360488550599e-08,24,22,157.260548135888
Hes6,1452021_a_at,4.50043263103056e-10,3.93360488550599e-08,24,18,1995.11946078737
Ktn1,1455434_a_at,4.50043263103056e-10,3.93360488550599e-08,24,6.5,679.176063329679
Thrap3,1460545_at,4.50043263103056e-10,3.93360488550599e-08,24,5,1016.35993193848
Nek4,1427639_a_at,4.89456277309838e-10,4.26157674960444e-08,24,1.5,65.4073772597556
Osgin1,1424022_at,5.2886929151662e-10,4.51752536300968e-08,24,2,7885.93766650485
Cdcp1,1427095_at,5.2886929151662e-10,4.51752536300968e-08,24,22.5,49.9217387517703
Tfdp2,1443962_at,5.2886929151662e-10,4.51752536300968e-08,24,12,352.368986734787
Asl,1448350_at,5.2886929151662e-10,4.51752536300968e-08,24,18,21019.2617231865
Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3,1448880_at,5.2886929151662e-10,4.51752536300968e-08,24,1.5,1378.29253788882
Ceacam2///Ceacam1,1460682_s_at,5.2886929151662e-10,4.51752536300968e-08,24,4,3583.08683696753
Arsg,1427002_s_at,5.7490557280467e-10,4.89222947906857e-08,24,1.5,223.251288490123
Proser2,1456210_at,5.7490557280467e-10,4.89222947906857e-08,24,21.5,89.3429418029203
Serpine2,1416666_at,6.20941854092721e-10,5.15747671481322e-08,24,20.5,493.914086658803
Rai14,1417400_at,6.20941854092721e-10,5.15747671481322e-08,24,1,1021.55716678021
Ddx46,1424571_at,6.20941854092721e-10,5.15747671481322e-08,24,10,280.774425139648
Tbc1d20,1426644_at,6.20941854092721e-10,5.15747671481322e-08,24,8,608.995715296914
Nfx1,1428248_at,6.20941854092721e-10,5.15747671481322e-08,24,7,895.603771381352
Sgms2,1428663_at,6.20941854092721e-10,5.15747671481322e-08,24,6,2612.74187881476
E430025E21Rik,1434132_at,6.20941854092721e-10,5.15747671481322e-08,24,5.5,974.110301762587
Rsad2,1436058_at,6.20941854092721e-10,5.15747671481322e-08,24,2.5,622.077190748865
Klkb1,1449034_at,6.20941854092721e-10,5.15747671481322e-08,24,6.5,18686.9760714598
Ppox,1416618_at,7.28391764556737e-10,5.89788096468104e-08,24,4.5,258.500561532272
Mmaa,1417857_at,7.28391764556737e-10,5.89788096468104e-08,24,20.5,452.972604028103
Cyp39a1,1418780_at,7.28391764556737e-10,5.89788096468104e-08,24,18,3711.81562648255
Tgfbr1,1420895_at,7.28391764556737e-10,5.89788096468104e-08,24,10,1186.77266620444
Btg1,1426083_a_at,7.28391764556737e-10,5.89788096468104e-08,24,0,6180.11326757043
Kdm3a,1426810_at,7.28391764556737e-10,5.89788096468104e-08,24,4,632.86056916196
Slc18b1,1428795_at,7.28391764556737e-10,5.89788096468104e-08,24,0,61.6243559804076
Blmh,1438961_s_at,7.28391764556737e-10,5.89788096468104e-08,24,4.5,974.605276509418
Reps1,1440822_x_at,7.28391764556737e-10,5.89788096468104e-08,24,6,428.984006476349
Ppp1r1b,1451331_at,7.28391764556737e-10,5.89788096468104e-08,24,19.5,362.922555443996
Ppat,1452831_s_at,7.28391764556737e-10,5.89788096468104e-08,24,12,531.479134409339
Rnf138,1454064_a_at,7.28391764556737e-10,5.89788096468104e-08,24,8,934.795164728616
Bnip3l-ps///Bnip3l,1416922_a_at,8.5367703993531e-10,6.67273625270752e-08,24,12.5,3671.8640933455
Fxr1,1417598_a_at,8.5367703993531e-10,6.67273625270752e-08,24,10.5,1273.28718088262
Nab1,1417624_at,8.5367703993531e-10,6.67273625270752e-08,24,10,1995.3139151522
Crcp,1418249_at,8.5367703993531e-10,6.67273625270752e-08,24,13.5,612.266084159902
Pi4k2b,1420411_a_at,8.5367703993531e-10,6.67273625270752e-08,24,16.5,744.654151267553
Ube2e2,1424358_at,8.5367703993531e-10,6.67273625270752e-08,24,10,611.081680301415
Acsm3,1425559_a_at,8.5367703993531e-10,6.67273625270752e-08,24,14,2480.97253014065
4932438A13Rik,1427016_at,8.5367703993531e-10,6.67273625270752e-08,24,1.5,993.290573202273
Anp32a,1434555_at,8.5367703993531e-10,6.67273625270752e-08,24,23.5,1254.65491719835
Rfx4,1436931_at,8.5367703993531e-10,6.67273625270752e-08,24,3,220.652671069262
Slc25a5,1438546_x_at,8.5367703993531e-10,6.67273625270752e-08,24,17.5,2077.79792117761
Enpp2,1448136_at,8.5367703993531e-10,6.67273625270752e-08,24,12.5,2992.90016205018
Psmb10,1448632_at,8.5367703993531e-10,6.67273625270752e-08,24,14.5,1235.68677779302
Slc35b3,1448937_at,8.5367703993531e-10,6.67273625270752e-08,24,5,399.073389632158
Atp6v1e1,1449712_s_at,8.5367703993531e-10,6.67273625270752e-08,24,12,1900.66767249038
Lasp1,1456309_x_at,8.5367703993531e-10,6.67273625270752e-08,24,1.5,1224.42610230263
Hspa4,1416146_at,9.99630709528075e-10,7.69357416901463e-08,24,8,4141.59512808773
Tubb5,1416256_a_at,9.99630709528075e-10,7.69357416901463e-08,24,2,1329.09558358776
Abcb1a,1419759_at,9.99630709528075e-10,7.69357416901463e-08,24,13,74.1047906683502
Tlcd2,1432282_a_at,9.99630709528075e-10,7.69357416901463e-08,24,23.5,8080.39203133115
Nucks1,1435753_a_at,9.99630709528075e-10,7.69357416901463e-08,24,19,325.728738753583
Sdc2,1448545_at,9.99630709528075e-10,7.69357416901463e-08,24,2.5,3627.66991952135
Gm19950,1460052_at,9.99630709528075e-10,7.69357416901463e-08,24,11.5,369.039029101259
Glrx,1416593_at,1.16951524462108e-09,8.85005151806296e-08,24,16.5,3576.24557885955
Rcan1,1416601_a_at,1.16951524462108e-09,8.85005151806296e-08,24,16,1069.25151917124
Snx24,1428822_a_at,1.16951524462108e-09,8.85005151806296e-08,24,2,1017.42059211026
Fgfr2,1433489_s_at,1.16951524462108e-09,8.85005151806296e-08,24,5,502.593822397868
Adora1,1435495_at,1.16951524462108e-09,8.85005151806296e-08,24,9.5,138.186342713381
Zbtb21,1441973_at,1.16951524462108e-09,8.85005151806296e-08,24,21,101.257691065914
Khk,1449062_at,1.16951524462108e-09,8.85005151806296e-08,24,20.5,6859.80198331646
Acsl4,1451828_a_at,1.16951524462108e-09,8.85005151806296e-08,24,19.5,909.410031284019
Amacr,1417208_at,1.36708447366013e-09,1.0174402119892e-07,24,6.5,6503.17267822504
Comt,1418701_at,1.36708447366013e-09,1.0174402119892e-07,24,2,6361.5568676229
Uri1,1433913_at,1.36708447366013e-09,1.0174402119892e-07,24,10,348.638998464028
Nfkbia,1438157_s_at,1.36708447366013e-09,1.0174402119892e-07,24,9,4561.01551534853
Cp,1441326_at,1.36708447366013e-09,1.0174402119892e-07,24,21,887.136167676643
Tbck,1441980_at,1.36708447366013e-09,1.0174402119892e-07,24,2,428.789552111522
Kras,1451979_at,1.36708447366013e-09,1.0174402119892e-07,24,23.5,798.783175367384
Atf2,1452116_s_at,1.36708447366013e-09,1.0174402119892e-07,24,5,902.162186776856
Lmo7,1455056_at,1.36708447366013e-09,1.0174402119892e-07,24,12,388.944084991661
Rbbp7,1456227_x_at,1.36708447366013e-09,1.0174402119892e-07,24,8.5,4736.64316212574
Syne1,1455493_at,1.48186921355417e-09,1.10105079737244e-07,24,3,516.895057047366
Ccni,1416427_at,1.59665395344822e-09,1.16333909457945e-07,24,3.5,4437.78448105724
Bhmt2,1418914_s_at,1.59665395344822e-09,1.16333909457945e-07,24,21.5,10311.1725046185
Fam134b,1424683_at,1.59665395344822e-09,1.16333909457945e-07,24,7.5,10168.9556532523
Pxdn,1428259_at,1.59665395344822e-09,1.16333909457945e-07,24,2.5,138.292408730559
Sh3pxd2a,1428914_at,1.59665395344822e-09,1.16333909457945e-07,24,2,671.822152805339
Vps13a,1430154_at,1.59665395344822e-09,1.16333909457945e-07,24,16,220.953191451266
Ggct,1435695_a_at,1.59665395344822e-09,1.16333909457945e-07,24,0,463.402429050604
Aldob,1451194_at,1.59665395344822e-09,1.16333909457945e-07,24,19,20698.7125416051
Tgm2,1455900_x_at,1.59665395344822e-09,1.16333909457945e-07,24,1.5,3504.15604251759
Rcl1,1416730_at,1.86318088481749e-09,1.33171665746677e-07,24,7.5,10286.459122616
Ypel2,1434277_a_at,1.86318088481749e-09,1.33171665746677e-07,24,0,3930.17020051295
2810408I11Rik,1437549_at,1.86318088481749e-09,1.33171665746677e-07,24,17.5,41.1536146650571
AI195470,1440327_at,1.86318088481749e-09,1.33171665746677e-07,24,22,34344.8481136727
Asb13,1449459_s_at,1.86318088481749e-09,1.33171665746677e-07,24,0,1712.18835996511
Ugt2a3,1450133_at,1.86318088481749e-09,1.33171665746677e-07,24,14,6785.53809362235
Rell1,1452359_at,1.86318088481749e-09,1.33171665746677e-07,24,4,502.381690363513
Arsa,1460346_at,1.86318088481749e-09,1.33171665746677e-07,24,7.5,1538.73506654005
Serpina3m,1421921_at,2.17235479241113e-09,1.52609616031985e-07,24,16.5,18802.4819641667
Cnot7,1423641_s_at,2.17235479241113e-09,1.52609616031985e-07,24,7.5,2181.10622190897
Ifitm1,1424254_at,2.17235479241113e-09,1.52609616031985e-07,24,19,570.405362713658
Spc24,1431087_at,2.17235479241113e-09,1.52609616031985e-07,24,18,275.718611654165
Actb,1436722_a_at,2.17235479241113e-09,1.52609616031985e-07,24,0.5,34708.8666846276
Abcd2,1438431_at,2.17235479241113e-09,1.52609616031985e-07,24,11,221.907785605868
Casp14,1443787_x_at,2.17235479241113e-09,1.52609616031985e-07,24,3.5,74.1047906683502
Phf14,1453271_at,2.17235479241113e-09,1.52609616031985e-07,24,11,1440.73006666759
Dcaf6,1453312_at,2.17235479241113e-09,1.52609616031985e-07,24,7.5,1076.95898308617
Ncl,1415771_at,2.53070033407079e-09,1.73989505742266e-07,24,12.5,2621.527680571
1110059E24Rik,1416841_at,2.53070033407079e-09,1.73989505742266e-07,24,13,1347.30358320332
Nfil3,1418932_at,2.53070033407079e-09,1.73989505742266e-07,24,23,2203.04420979528
Acot4,1422077_at,2.53070033407079e-09,1.73989505742266e-07,24,14.5,198.661650174361
Gcnt2,1425503_at,2.53070033407079e-09,1.73989505742266e-07,24,9.5,616.155171456428
Gfer,1426995_a_at,2.53070033407079e-09,1.73989505742266e-07,24,22.5,242.572981286045
Flot1,1448559_at,2.53070033407079e-09,1.73989505742266e-07,24,8.5,527.324882069868
Ttc23,1448902_at,2.53070033407079e-09,1.73989505742266e-07,24,18,939.921688892218
Tmem126a,1451000_at,2.53070033407079e-09,1.73989505742266e-07,24,16,4613.58890452975
Cxadr,1452391_at,2.53070033407079e-09,1.73989505742266e-07,24,21,726.375440973881
Nipsnap1,1456748_a_at,2.53070033407079e-09,1.73989505742266e-07,24,4.5,7264.60293787623
Aspa,1418472_at,2.9456937673646e-09,1.96820347558387e-07,24,15,1042.91179157204
Etf1,1420024_s_at,2.9456937673646e-09,1.96820347558387e-07,24,10,655.629407516167
Acox2,1420673_a_at,2.9456937673646e-09,1.96820347558387e-07,24,1.5,7761.69900505037
Serpinb9,1422601_at,2.9456937673646e-09,1.96820347558387e-07,24,4.5,236.597928985019
Leprot,1424438_a_at,2.9456937673646e-09,1.96820347558387e-07,24,6,175.185705038967
Trim34a,1424857_a_at,2.9456937673646e-09,1.96820347558387e-07,24,2.5,328.627876556448
Tbce,1428282_at,2.9456937673646e-09,1.96820347558387e-07,24,5.5,608.642161906321
1600002H07Rik,1428832_at,2.9456937673646e-09,1.96820347558387e-07,24,16,1776.95934112179
Ugcg,1435133_at,2.9456937673646e-09,1.96820347558387e-07,24,8,190.034947443885
Ahsa2,1435160_at,2.9456937673646e-09,1.96820347558387e-07,24,19,1385.32825036162
Tmie,1441926_x_at,2.9456937673646e-09,1.96820347558387e-07,24,23.5,674.084894505136
Timp3,1449334_at,2.9456937673646e-09,1.96820347558387e-07,24,14.5,25.597265478953
Tjp2,1450985_a_at,2.9456937673646e-09,1.96820347558387e-07,24,2,207.182286887658
Rbm17,1452691_at,2.9456937673646e-09,1.96820347558387e-07,24,8,688.333096146045
Plekha8,1454819_at,2.9456937673646e-09,1.96820347558387e-07,24,14,1204.87459980282
Tmcc1,1455353_at,2.9456937673646e-09,1.96820347558387e-07,24,15.5,947.717541154799
BC029214,1442351_a_at,3.18579427400971e-09,2.1254808809484e-07,24,23,172.109790540806
Klhdc3,1415991_a_at,3.42589478065482e-09,2.23605326341987e-07,24,8,1031.45666171682
Mrps21,1422451_at,3.42589478065482e-09,2.23605326341987e-07,24,16.5,2010.7465206516
Trappc8,1428969_at,3.42589478065482e-09,2.23605326341987e-07,24,1,1402.22810243198
Abtb2,1433454_at,3.42589478065482e-09,2.23605326341987e-07,24,21.5,381.60785213685
Lrrc28,1433858_at,3.42589478065482e-09,2.23605326341987e-07,24,15,720.753942063448
Smim13,1433986_at,3.42589478065482e-09,2.23605326341987e-07,24,6.5,864.438040000554
Cgn,1435155_at,3.42589478065482e-09,2.23605326341987e-07,24,0.5,167.937860531805
Mrpl15,1435232_x_at,3.42589478065482e-09,2.23605326341987e-07,24,16,2650.81957898166
